literature_review,abstract,title,references
1,,"The Dynamic Structure of Management Support Systems: Theory Development, Research Focus, and Direction",
1,"Transaction cost theory has often been used to support the use of information and communication technology (ICT) to reduce imperfection in the economic system. Electronic markets and hierarchies have repeatedly been described as solutions to inefficiencies in the organisation of transactions in complex and uncertain settings. Far from criticising this assumption, this paper highlights the limits associated with this application of transaction cost theory that has been prevalent in IS research. Building on the concepts first proposed by Ciborra, the paper argues that information-related problems represent only some of the elements contributing to transaction costs. These costs also emerge due to the interdependencies among the various factors contributing to their growth. The study of the consequences associated with ICT design and implementation, grounded in transaction cost theory, should consider the overall implication associated with the adoption and use of ICT and not only the direct effect on problems associated with information flow, distribution, and management.",Transaction costs and information systems - does IT add up?,"['10.1080/00213624.1983.11504090', '10.1207/s15327744joce0802_3', '10.1080/1019678032000067181', '10.1109/hicss.1999.772936', '10.2307/2110997', '10.1080/10864415.1997.11518287', '10.1080/00208825.1993.11656599', '10.1080/00208825.1993.11656597', '10.1080/00208825.1993.11656601', '10.1016/0959-8022(96)00005-7', '10.2307/249641', '10.1016/0167-6245(83)90024-0', '10.1007/bf02812435', '10.1080/019722497129241', '10.1142/s021884309800012x', '10.1504/ijnvo.2003.003517', '10.1146/annurev.so.15.080189.000525', '10.1111/j.1468-0335.1937.tb00002.x', '10.1515/9781400829453', '10.1108/09593849810246129', '10.4324/9780203312414', '10.1145/214762.214766', '10.2307/1912246', '10.1287/mnsc.40.12.1628', '10.1145/280324.280330']"
1,"Both the use of Web sites and the empirical knowledge as to what constitutes effective Web site design has grown exponentially in recent years. The aim of the current article is to outline the history and key elements of Web site design in an e-commerce context - primarily in the period 2002-2012. It was in 2002 that a Special Issue of ISR was focused on ‘Measuring e-Commerce in Net-Enabled Organizations.’ Before this, work was conducted on Web site design, but much of it was anecdotal. Systematic, empirical research and modeling of Web site design to dependent variables like trust, satisfaction, and loyalty until then had not receive substantial focus - at least in the information systems domain. In addition to an overview of empirical findings, this article has a practical focus on what designers must know about Web site elements if they are to provide compelling user experiences, taking into account the site's likely users. To this end, the article elaborates components of effective Web site design, user characteristics, and the online context that impact Web usage and acceptance, and design issues as they are relevant to diverse users including those in global markets. Web site elements that result in positive business impact are articulated. This retrospective on Web site design concludes with an overview of future research directions and current developments.",Return visits - a review of how Web site design can engender visitor loyalty,"['10.1108/14684520810923935', '10.1016/s0305-0483(00)00021-9', '10.1145/355460.355478', '10.1108/02651330310498771', '10.1016/j.jbusres.2003.08.002', '10.1016/s0148-2963(03)00106-1', '10.2307/1252116', '10.1108/10662249810231050', '10.1002/mar.10066', '10.1002/mar.10065', '10.1002/mar.10063', '10.1080/1019678042000245263', '10.1016/s0148-2963(02)00363-6', '10.1016/s0148-2963(02)00353-3', '10.2307/1251841', '10.1509/jmkg.2005.69.4.133', '10.1016/j.im.2006.08.009', '10.1016/j.im.2005.01.002', '10.1016/j.im.2003.08.004', '10.1016/j.im.2003.08.016', '10.1016/s0378-7206(97)00026-8', '10.1016/s0378-7206(02)00079-4', '10.4018/jeco.2010103003', '10.1016/j.ijhcs.2013.08.009', '10.1016/j.technovation.2004.03.009', '10.2979/esj.2003.2.2.7', '10.1016/j.ijhcs.2009.12.006', '10.1016/j.ijhcs.2009.08.005', '10.1016/j.ijhcs.2009.07.004', '10.1016/j.ijhcs.2006.11.018', '10.1016/j.ijhcs.2006.11.009', '10.1016/j.ijhcs.2005.06.002', '10.1016/j.ijhcs.2005.04.013', '10.1016/s1071-5819(03)00111-3', '10.1016/s1071-5819(03)00041-7', '10.1016/s1071-5819(03)00043-0', '10.1016/s1071-5819(03)00008-9', '10.1111/j.1083-6101.2004.tb00298.x', '10.1111/j.1083-6101.2000.tb00342.x', '10.1111/j.1083-6101.1997.tb00072.x', '10.1111/j.1083-6101.1999.tb00337.x', '10.1509/jmkr.40.3.310.19238', '10.1145/345190.345238', '10.1016/j.chb.2013.01.050', '10.1177/0092070304263330', '10.1371/journal.pone.0057067', '10.1007/978-3-642-21602-2_36', '10.1002/tie.20265', '10.2196/jmir.1922', '10.1177/0092070302303001', '10.1177/009207002236914', '10.17705/1thci.00046', '10.17705/1thci.00045', '10.17705/1thci.00036', '10.1080/10864415.2003.11044275', '10.2753/jec1086-4415150202', '10.2753/jec1086-4415110302', '10.2753/jec1086-4415100202', '10.1057/palgrave.ejis.3000659', '10.1086/209376', '10.1080/00208825.1983.11656358', '10.2753/mis0742-1222250303', '10.2753/mis0742-1222240402', '10.2753/mis0742-1222240403', '10.2753/mis0742-1222230103', '10.2753/mis0742-1222230305', '10.2753/mis0742-1222220303', '10.1007/s10660-012-9102-z', '10.1007/s10660-010-9073-x', '10.1023/a:1016062632182', '10.1108/02634500610711897', '10.2307/41703475', '10.2307/25148804', '10.2307/25148745', '10.2307/20650308', '10.2307/25148625', '10.2307/30036519', '10.2307/3250931', '10.2307/3250922', '10.1109/hicss.2010.171', '10.1287/orsc.9.2.160', '10.2307/249678', '10.2307/249008', '10.4018/978-1-59140-044-8.ch002', '10.1109/hicss.2002.993867', '10.1287/isre.1110.0386', '10.1002/dir.10008', '10.1002/asi.20312', '10.1002/asi.20075', '10.2753/joa0091-3367350403', '10.1300/j238v01n03_02', '10.17705/1jais.00126', '10.17705/1jais.00065', '10.1016/j.jretconser.2007.03.004', '10.1080/07421222.2002.11045715', '10.1287/isre.13.2.151.88', '10.1287/isre.13.2.168.84', '10.1287/isre.13.2.205.83', '10.1287/isre.13.3.296.76', '10.1287/isre.13.3.334.81', '10.1287/isre.13.2.187.87', '10.1109/hicss.2001.927100', '10.1108/02635570710719034', '10.1016/j.omega.2004.01.006', '10.1145/903893.903936', '10.1016/s0022-4359(01)00065-3', '10.1016/s0022-4359(01)00056-2', '10.1016/s0022-4359(00)00035-x', '10.2196/jmir.1837', '10.1207/s15327590ijhc1901_6', '10.1207/s15327590ijhc1202_6', '10.1002/cb.184', '10.1504/ijeb.2010.035289', '10.1504/ijeb.2009.029050', '10.1504/ijeb.2005.008536', '10.1016/j.elerap.2013.03.007', '10.1016/j.elerap.2012.06.004', '10.2501/jar-43-3-322-329', '10.1504/eg.2013.051276', '10.1145/633292.633352', '10.1080/01449291003793785', '10.1080/01449290500330448', '10.1023/b:item.0000008081.55563.d4', '10.1023/a:1022962631249', '10.1023/a:1019104520776', '10.1108/17505931111191492', '10.1145/506740.506744', '10.3727/109830508785058977', '10.1080/1097198x.2005.10856395', '10.1108/09564230110405253', '10.1162/105474605323384654', '10.1016/s0953-5438(99)00021-1', '10.1016/s0953-5438(97)00037-4', '10.1016/j.intcom.2006.07.010', '10.1016/j.intcom.2005.09.001', '10.5120/4627-6870', '10.1177/002224299505900302', '10.1177/002224299606000304', '10.1145/278476.278491', '10.1145/299157.299175', '10.1080/08838159809364462', '10.1016/j.intcom.2004.04.003', '10.1016/j.intcom.2003.11.005', '10.1016/s0953-5438(02)00063-2', '10.4018/jgim.1998070104', '10.4018/jgim.2005100102', '10.4018/jgim.2003070104', '10.1016/j.jcps.2010.06.009']"
1,,A review and analysis of deterrence theory in the IS security literature - making sense of the disparate findings,"['10.1007/s10551-008-9909-7', '10.1016/j.jcrimjus.2010.06.016', '10.2307/3053861', '10.2307/3053901', '10.2307/3053466', '10.1016/s0268-4012(02)00105-6', '10.1145/233977.233999', '10.1111/j.1540-5915.1994.tb01849.x', '10.1509/jmkg.2006.70.1.92', '10.1016/j.im.2003.08.008', '10.1080/07418828700089271', '10.1177/0149206306294258', '10.1080/07418829600093061', '10.1111/j.1541-0072.2001.tb02112.x', '10.1093/sf/64.3.751', '10.1007/s10940-004-5868-z', '10.1057/ejis.2009.12', '10.1057/ejis.2009.10', '10.1057/ejis.2009.6', '10.1177/0022427893030001002', '10.1177/0022427895032004002', '10.1177/0022427897034004005', '10.1016/j.jcrimjus.2010.04.008', '10.1016/j.jcrimjus.2004.04.007', '10.1016/j.dss.2009.12.005', '10.1016/j.dss.2009.02.005', '10.2307/25750690', '10.2307/25750688', '10.1177/0022427803260263', '10.4018/irmj.2003040102', '10.4018/irmj.2009010102', '10.1287/orsc.10.6.777', '10.2307/249656', '10.1080/01639620701598148', '10.1080/016396290968326', '10.1287/isre.10.2.167', '10.1287/isre.1.3.255', '10.5840/beq20071743', '10.1002/asi.20474', '10.17705/1jais.00112', '10.1080/07421222.1997.11518141', '10.1080/07421222.1997.11518176', '10.1287/isre.1070.0160', '10.1287/isre.1050.0051', '10.2307/3054128', '10.2307/2094253', '10.1037/0033-2909.123.3.238', '10.1145/777313.777327', '10.1093/sf/59.2.471', '10.1111/j.1745-9125.2010.00191.x', '10.1111/j.1745-9125.2001.tb00943.x', '10.1111/j.1745-9125.2000.tb00911.x', '10.1111/j.1745-9125.1989.tb01052.x', '10.1016/j.cose.2005.05.002', '10.1109/msp.2008.87', '10.1046/j.1360-0443.2003.00501.x']"
1,,Understanding Fit and Appropriation Effects in Group Support Systems via Meta-Analysis,
1,,Current directions in IS security research - towards socio-organizational perspectives,"['10.1016/0268-4012(95)00062-3', '10.1017/cbo9781139173438', '10.21236/ada023588', '10.1016/0378-7206(94)90022-1', '10.1016/0956-5221(89)90017-1', '10.1016/0378-7206(87)90028-0', '10.1016/s0065-2458(08)60567-7', '10.1145/356802.356806', '10.1145/162124.162127', '10.1145/76894.76895', '10.1108/eb054231', '10.1007/978-1-349-18011-0', '10.5465/amr.1990.4308154', '10.1111/j.1365-2575.1991.tb00030.x', '10.1057/ejis.1991.16', '10.1057/ejis.1994.12', '10.1057/ejis.1996.7', '10.1057/ejis.1991.20', '10.1057/ejis.1991.35', '10.1057/ejis.1994.13', '10.1057/ejis.1995.9', '10.1057/ejis.1994.5', '10.1108/eb024863', '10.1177/105649269981003', '10.1057/jit.1992.7', '10.1177/108602669200600103', '10.1016/s0361-3682(96)00040-2', '10.1177/017084069101200107', '10.2307/249799', '10.2307/249574', '10.1080/09537328908523975', '10.1016/0306-4379(86)90010-4', '10.1287/orsc.2.4.342', '10.2307/249551', '10.2307/249417', '10.1287/isre.2.1.1', '10.1002/sdr.4260100211', '10.1002/sdr.4260100203', '10.1080/07421222.1988.11517815', '10.1007/978-1-349-11948-6', '10.1287/mnsc.29.5.530', '10.1111/j.1467-6486.1985.tb00007.x', '10.1111/j.1467-6486.1992.tb00674.x', '10.1111/j.1467-6486.1992.tb00687.x', '10.1109/iscnz.1996.554947', '10.1109/2.48795', '10.1093/icc/1.1.205', '10.1108/eb039347', '10.1007/978-1-5041-2919-0_1', '10.1177/016224399101600304', '10.1287/mnsc.36.1.76', '10.1287/mnsc.28.2.138', '10.1016/b978-0-444-89673-5.50005-7', '10.1007/978-3-642-69762-3_6', '10.1145/67933.67937', '10.1145/5465.315546', '10.1145/358141.358148', '10.4018/978-1-878289-78-0', '10.1145/358527.358543', '10.1145/358413.358430', '10.1145/129902.129907', '10.1016/0167-4048(90)90104-2', '10.1016/0167-4048(85)90013-6']"
1,,Transdisciplinary Perspectives on Environmental Sustainability - A Resource Base and Framework for IT-Enabled Business Transformation,
1,"The decision processes surrounding investments in innovative information technology (IT) platforms are complicated by uncertainty about expected payoffs and irreversibilities in the costs of implementation. When uncertainty and irreversibility are high, concepts from real options should be used to properly structure the evaluation and management of investment opportunities, and thereby capture the value of managerial flexibility. However, while innovation researchers have posited that option value can influence the motivations of early adopters, and options researchers have identified emerging IT as a promising area for application of options valuation techniques, there has yet to be a systematic theoretical integration of work on IT innovation and real options. This paper seeks to fill this gap by developing a model of the determinants of option value associated with investments in innovative IT platforms. In so doing, the model addresses a central question in the innovation field: When should a firm take a lead role in innovation with emerging technologies? The analysis begins with an explanation of real options analysis and how it differs from conventional approaches for evaluating new technologies. Then a set of 12 factors—drawn from 4 complementary perspectives on organizational innovation (technology strategy, organizational learning, innovation bandwagons, and technology adaptation)—is synthesized into a model of the option value of IT platform investments. Rationales are provided to explain the direct effects of these factors on option value, and selected interactions among the factors are also considered. Finally, the implications of the model are presented in three areas: predicting IT platform initiation and adoption, valuing IT platform options, and managing IT platform implementation.",Real Options and IT Platform Adoption - Implications for Theory and Practice,"['10.1016/s1062-9769(99)80096-9', '10.1016/s0305-0483(98)00050-4', '10.1177/107554708000100402', '10.2307/2393549', '10.1086/261409', '10.1287/mnsc.49.1.57.12753', '10.1177/009365087014005003', '10.1177/014920639101700108', '10.1016/0950-5849(91)90136-y', '10.1080/08956308.2000.11671367', '10.1177/009365088015005003', '10.5465/amr.1997.9711022113', '10.5465/amr.1996.9602161572', '10.5465/amr.2002.6587995', '10.5465/amr.1993.9402210157', '10.2307/j.ctt7sncv', '10.5465/amr.1993.9309035148', '10.5465/amr.2004.11851720', '10.5465/amr.1999.1580438', '10.5465/amr.1998.533226', '10.5465/amr.1996.9704071866', '10.2307/4134351', '10.2307/259034', '10.1177/009365088015005006', '10.2307/2095101', '10.2307/256344', '10.2307/256406', '10.2307/30036530', '10.2307/4132311', '10.2307/249774', '10.2307/3665939', '10.1007/978-3-322-83742-4', '10.1016/s0959-8022(99)00004-1', '10.4018/irmj.2001070101', '10.1111/j.1937-5956.1992.tb00001.x', '10.1287/orsc.8.3.289', '10.1287/orsc.8.5.543', '10.1287/orsc.5.1.98', '10.1287/orsc.3.3.398', '10.1287/orsc.6.3.241', '10.1287/orsc.3.3.383', '10.1287/orsc.3.3.356', '10.1287/orsc.3.1.1', '10.1287/orsc.5.2.121', '10.1287/orsc.11.4.404.14600', '10.1287/orsc.12.6.744.10082', '10.1287/orsc.12.2.117.10115', '10.2307/249620', '10.2307/3250950', '10.2307/249630', '10.2307/3250936', '10.2307/3250937', '10.2307/3250983', '10.1287/isre.5.2.139', '10.1287/isre.10.3.255', '10.1287/isre.10.1.70', '10.1287/isre.10.4.304', '10.1080/07421222.2002.11045726', '10.1080/07421222.1991.11517904', '10.1080/07421222.1996.11518118', '10.1080/07421222.1998.11518201', '10.2307/2393553', '10.2307/2392832', '10.1287/mnsc.30.6.682', '10.1287/mnsc.35.12.1504', '10.1111/j.1467-6486.1994.tb00624.x', '10.1287/mnsc.40.4.429', '10.1002/smj.4250090706', '10.1287/mnsc.43.10.1345', '10.1287/mnsc.32.11.1422', '10.1287/mnsc.34.7.816', '10.1287/mnsc.40.9.1069', '10.1145/99977.99985', '10.1002/smj.4250050207', '10.2307/2555589', '10.2307/2555761', '10.1287/mnsc.42.12.1627', '10.1016/0048-7333(88)90006-6']"
1,"Mobile information technology (IT) holds great promise to support managerial processes; however, clear guidelines of how to design effective mobile Information systems (IS) for use by managers are still lacking. Building on earlier research studies of task-technology fit (TTF) and other areas of IS, this article presents a three-step conceptual model to establish fit between managerial tasks, mobile IT, and the mobile use context, assuming that a good fit positively impacts task performance. We find that use situations characterized by high distraction and poor quality of network connection are particularly challenging for the design of mobile IS, and that the user Interface requires particular attention. Our model contributes to IS research by joining disparate streams of research in an effort to help advance our understanding about the development and utilization of mobile IS. From a practical perspective, we contribute to the success of mobile IS and to the effectiveness of mobile work as It becomes increasingly prevalent in our modern world.",Task-technology fit for mobile information systems,"['10.1016/b978-0-08-052029-2.50007-3', '10.2308/aud.2004.23.1.141', '10.4018/jdm.2001070101', '10.1016/s0268-4012(01)00047-0', '10.1145/289444.289505', '10.1016/s0378-7206(00)00057-4', '10.17705/1cais.00803', '10.17705/1cais.01212', '10.1037/13978-000', '10.1111/j.1540-5915.1998.tb01346.x', '10.1145/174666.174668', '10.1002/(sici)1097-4571(199705)48:5<454::aid-asi11>3.0.co;2-z', '10.1145/513665.513669', '10.1145/513665.513666', '10.1145/505151.505153', '10.1145/504704.504707', '10.1080/10864415.2003.11044288', '10.1080/10864415.2004.11044299', '10.1080/10864415.2004.11044303', '10.1080/10864415.2004.11044304', '10.4018/978-1-59140-184-1.ch010', '10.1016/s1386-5056(99)00056-8', '10.1016/s0923-4748(03)00008-0', '10.1016/s1386-5056(99)00056-8', '10.1057/palgrave.ejis.3000288', '10.1145/1435417.1435447', '10.2307/3250928', '10.2307/3250969', '10.4018/irmj.2000010104', '10.1287/orsc.9.2.160', '10.1287/orsc.5.4.502', '10.1287/orsc.1050.0146', '10.1287/orsc.11.4.404.14600', '10.2307/249668', '10.2307/249689', '10.1145/567352.567358', '10.4018/978-1-59140-044-8.ch002', '10.1145/371920.372181', '10.1080/07421222.2002.11045695', '10.1287/isre.1050.0044', '10.1287/isre.1040.0022', '10.1504/ijmc.2004.005161', '10.1504/ijmc.2006.008944', '10.1504/ijmc.2007.011492', '10.1504/ijmc.2004.004485', '10.1504/ijmc.2003.002457', '10.1504/ijmc.2003.002459', '10.2307/2392469', '10.2307/2091811', '10.1007/s10257-007-0074-9', '10.1007/s10257-004-0046-2', '10.1007/s10257-004-0043-5', '10.1007/s10257-004-0044-4', '10.1145/953460.953489', '10.1145/953460.953484', '10.1145/953460.953488', '10.1145/953460.953490', '10.1145/953460.953485', '10.1142/s0219649208001981', '10.1007/s00779-003-0253-8', '10.1207/s15327051hci16234_07', '10.1111/j.1467-6486.1989.tb00725.x', '10.2307/255923', '10.1057/palgrave.jit.2000072', '10.1057/palgrave.jit.2000056', '10.1057/palgrave.jit.2000043', '10.1057/palgrave.jit.2000002', '10.1080/0268396032000101171', '10.1177/009207002236910', '10.1287/mnsc.36.2.123', '10.1145/1229855.1229856', '10.1145/972648.972652', '10.1145/966930.966933', '10.1016/s0923-4748(03)00008-0', '10.1145/344241.344244', '10.1287/mnsc.41.12.1827', '10.1016/s0164-1212(98)10048-1', '10.1037/0021-9010.79.1.87', '10.1109/3468.852439', '10.1145/501317.501353']"
1,,Looking Toward the Future of IT-Business Strategic Alignment through the Past - A Meta-Analysis,
1,"The Internet has brought about significant changes in the availability of market information in many industries. E-commerce technologies provide sellers with opportunities to design electronic mercantile mechanisms that reveal, conceal, bias, and distort market information, depending on their goals and market position (e.g., suppliers versus intermediaries). In particular, in information-intensive industries where electronic markets play an important role, many firms are using advanced technologies to put innovative strategies into play that are based on the provision of differential information to their customers. We examine the role of information transparency in electronic markets. We contend that there is an opportunity to develop research on sellers' strategies regarding information disclosure to customers and competitors. For that purpose, we develop a set of concepts and a framework to guide future research. We then propose an interdisciplinary agenda for research on the emerging and increasingly important topic of transparency strategy, which we define as the set of policies and decisions that a firm makes to disclose, conceal, bias, or distort market information.","Research Commentary - Information Transparency in Business-to-Consumer Markets - Concepts, Framework, and Research Agenda","['10.1287/mksc.18.4.485', '10.1287/mksc.19.1.83.15183', '10.1287/mnsc.46.4.563.12061', '10.1287/mnsc.46.5.626.12047', '10.1509/jmkg.71.3.89', '10.1023/a:1024634613982', '10.2307/2296898', '10.1177/009207002236916', '10.1006/jfin.1996.0014', '10.1016/s1386-4181(00)00007-0', '10.1509/jmkr.43.2.168', '10.1257/aer.91.3.454', '10.1287/msom.1050.0084', '10.1016/j.econlet.2006.06.003', '10.1086/208505', '10.1016/j.dss.2007.12.005', '10.2753/mis0742-1222250202', '10.2753/mis0742-1222250204', '10.2753/mis0742-1222240207', '10.2753/mis0742-1222230101', '10.2753/mis0742-1222220310', '10.1016/s0167-8116(00)00005-7', '10.1016/j.econlet.2003.11.004', '10.2307/25148746', '10.2307/25148748', '10.2307/4132332', '10.1287/opre.49.4.487.11223', '10.1287/isre.8.1.1', '10.3386/w10570', '10.1287/isre.12.3.225.9712', '10.1086/258464', '10.1086/258853', '10.1287/mnsc.43.12.1676', '10.1086/339714', '10.1093/rfs/12.1.5', '10.1509/jmkg.71.3.089', '10.1016/s0014-2921(03)00034-5', '10.1145/367211.367272', '10.2307/2556072', '10.2307/2555704', '10.1287/mnsc.1060.0688', '10.1287/mnsc.48.4.534', '10.1287/mnsc.1060.0570', '10.1287/mnsc.1040.0338', '10.1287/mnsc.1040.0327', '10.1287/mnsc.1040.0337', '10.1287/mnsc.1040.0345', '10.1287/mnsc.1040.0226', '10.1287/mnsc.1030.0151']"
1,"Several applications of information and communication technology (ICT) have gained considerable popularity as instruments for knowledge management. Some authors even seem to equate knowledge management with the introduction of specific ICT applications (intranets, groupware, etc.). However, the relationship between ICT and knowledge is no less problematic. Organizational knowledge and ICT refer to distinct sets of conceptions and establishing their relationship is far from trivial. The question then is how to assess the relationship between ICT and knowledge management. Several variables to be considered when answering this question have been identified in the literature: the enabling role of ICT for knowledge processes, the state of the ICT infrastructure, the level of knowledge required for using ICT, other user considerations, etc. However, a more encompassing perspective connecting these individual variables seems to be lacking. The aim of the present paper is to correct this. It argues that five dimensions determine the potential value of ICT applications for knowledge management. These dimensions are summarized in the following question. How and when will ICT, in interplay with other knowledge management measures (dimension 5), help knowledge (dimension 2) as a dynamic (dimension 4), institutional and action-related resource (dimension 3) realize its strategic potential (dimension 1)? The main argument in this paper is that, unless all five dimensions are addressed together, no satisfactory assessment of the status of an ICT application as a potential tool for knowledge management is feasible. Each of these dimensions is of a complex, multidimensional nature. The identification of the five dimensions is therefore only a first step. It needs a follow-up in the form of an elaboration of each dimension. This paper provides the groundwork for such an elaboration.",Many rivers to cross - from ICT to knowledge management systems,"['10.1108/13673279810249350', '10.1016/0268-4012(94)00003-c', '10.2307/41166012', '10.2307/41166000', '10.1017/cbo9780511803932', '10.2307/41165946', '10.2307/41165957', '10.1016/s0378-7206(98)00080-9', '10.1504/ijtm.1999.002735', '10.1108/eum0000000004589', '10.1006/ijhc.1999.0281', '10.1016/s0950-7051(99)00026-x', '10.5465/amr.1991.4278992', '10.1006/ijhc.1999.0278', '10.1080/095373299107401', '10.1080/095373299107546', '10.1093/icc/6.3.595', '10.1016/0959-8022(95)90013-6', '10.4018/irmj.2000010101', '10.1287/orsc.2.1.88', '10.1287/orsc.5.1.14', '10.1145/276203.292488', '10.1016/s0957-4174(97)00019-5', '10.1016/s0957-4174(97)00023-7', '10.1287/isre.6.2.85', '10.1002/(sici)1099-1441(199906)6:2<91::aid-kpm54>3.0.co;2-m', '10.1207/s15516709cog1701_5', '10.1016/b978-0-7506-9849-8.50003-4', '10.1016/s0167-9236(99)00037-8', '10.1016/s0167-9236(99)00041-x', '10.1016/s0167-9236(99)00038-x', '10.1016/s0167-9236(99)00042-1', '10.1016/s0167-9236(99)00036-6', '10.1016/s0167-9236(99)00043-3', '10.1177/017084069501600605', '10.1111/j.1467-6486.1994.tb00638.x', '10.1111/j.1467-6486.1992.tb00686.x', '10.1177/0170840699202003', '10.1108/09534819610156813', '10.1002/smj.4250171104', '10.1002/smj.4250151006', '10.4018/978-1-878289-73-5', '10.1016/s0263-2373(99)00019-5', '10.1177/0170840600213001', '10.1080/13658810050024296']"
