"citation_key","ENTRYTYPE","author","title","year","type","journal","booktitle","volume","issue","pages","doi"
"SimmondsSalantiMcKenzieEtAl2017","article","Simmonds, Mark and Salanti, Georgia and McKenzie, Joanne and Elliott, Julian and Agoritsas, Thomas and Hilton, John and Perron, Caroline and Akl, Elie and Hodder, Rebecca and Pestridge, Charlotte and Albrecht, Lauren and Horsley, Tanya and Platt, Joanne and Armstrong, Rebecca and Nguyen, Phi Hung and Plovnick, Robert and Arno, Anneliese and Ivers, Noah and Quinn, Gail and Au, Agnes and Johnston, Renea and Rada, Gabriel and Bagg, Matthew and Jones, Arwel and Ravaud, Philippe and Boden, Catherine and Kahale, Lara and Richter, Bernt and Boisvert, Isabelle and Keshavarz, Homa and Ryan, Rebecca and Brandt, Linn and Kolakowsky-Hayner, Stephanie A. and Salama, Dina and Brazinova, Alexandra and Nagraj, Sumanth Kumbargere and Salanti, Georgia and Buchbinder, Rachelle and Lasserson, Toby and Santaguida, Lina and Champion, Chris and Lawrence, Rebecca and Santesso, Nancy and Chandler, Jackie and Les, Zbigniew and Schünemann, Holger J. and Charidimou, Andreas and Leucht, Stefan and Shemilt, Ian and Chou, Roger and Low, Nicola and Sherifali, Diana and Churchill, Rachel and Maas, Andrew and Siemieniuk, Reed and Cnossen, Maryse C. and MacLehose, Harriet and Simmonds, Mark and Cossi, Marie-Joelle and Macleod, Malcolm and Skoetz, Nicole and Counotte, Michel and Marshall, Iain and Soares-Weiser, Karla and Craigie, Samantha and Marshall, Rachel and Srikanth, Velandai and Dahm, Philipp and Martin, Nicole and Sullivan, Katrina and Danilkewich, Alanna and Martínez García, Laura and Synnot, Anneliese and Danko, Kristen and Mavergames, Chris and Taylor, Mark and Donoghue, Emma and Maxwell, Lara J. and Thayer, Kris and Dressler, Corinna and McAuley, James and Thomas, James and Egan, Cathy and McDonald, Steve and Tritton, Roger and Elliott, Julian and McKenzie, Joanne and Tsafnat, Guy and Elliott, Sarah A. and Meerpohl, Joerg and Tugwell, Peter and Etxeandia, Itziar and Merner, Bronwen and Turgeon, Alexis and Featherstone, Robin and Mondello, Stefania and Turner, Tari and Foxlee, Ruth and Morley, Richard and van Valkenhoef, Gert and Garner, Paul and Munafo, Marcus and Vandvik, Per and Gerrity, Martha and Munn, Zachary and Wallace, Byron and Glasziou, Paul and Murano, Melissa and Wallace, Sheila A. and Green, Sally and Newman, Kristine and Watts, Chris and Grimshaw, Jeremy and Nieuwlaat, Robby and Weeks, Laura and Gurusamy, Kurinchi and Nikolakopoulou, Adriani and Weigl, Aaron and Haddaway, Neal and Noel-Storr, Anna and Wells, George and Hartling, Lisa and O'Connor, Annette and Wiercioch, Wojtek and Hayden, Jill and Page, Matthew and Wolfenden, Luke and Helfand, Mark and Pahwa, Manisha and Yepes Nuñez, Juan José and Higgins, Julian and Pardo, Jordi Pardo and Yost, Jennifer and Hill, Sophie and Pearson, Leslea","Living systematic reviews: 3. Statistical methods for updating meta-analyses","2017","article","Journal of Clinical Epidemiology",,"91",,"38--46","10.1016/J.JCLINEPI.2017.08.008"
"SimsekFoxHeavey2021","article","Simsek, Zeki and Fox, Brian and Heavey, Ciaran","Systematicity in organizational research literature reviews: A framework and assessment","2021","article","Organizational Research Methods",,"26","2",,"10.1177/10944281211008652"
"Siva2009","article","Siva, Siddharth","Optimal strategies for literature search","2009","article","Indian Journal of Urology",,"25","2","246--250","10.4103/0970-1591.52936"
"SkinnerNelsonChin2022a","article","Skinner, Richard J. and Nelson, R. Ryan and Chin, Wynne","Synthesizing Qualitative Evidence: A Roadmap for Information Systems Research","2022","article","Journal of the Association for Information Systems",,"23","3","639--677","10.17705/1JAIS.00741"
"SkoglundRuneson2009","inproceedings","Skoglund, Mats and Runeson, Per","Reference-based search strategies in systematic reviews","2009","inproceedings",,"International Conference on Evaluation & Assessment in Software Engineering",,,,"10.14236/EWIC/EASE2009.4"
"SmithDevaneBegleyEtAl2011","article","Smith, Valerie and Devane, Declan and Begley, Cecily M and Clarke, Mike","Methodology in conducting a systematic review of systematic reviews of healthcare interventions","2011","article","BMC Medical Research Methodology",,"11","1",,"10.1186/1471-2288-11-15"
"Snyder2019","article","Snyder, Hannah","Literature review as a research methodology: An overview and guidelines","2019","article","Journal of Business Research",,"104",,"333--339","10.1016/J.JBUSRES.2019.07.039"
"SnyderUNKNOWN","article","Snyder, Hannah","Designing the literature review for a strong contribution","2023","article","Journal of Decision Systems",,"UNKNOWN","UNKNOWN",,
"SongWatsonZhao2021","inproceedings","Song, Yuanyuan and Watson, Richard T. and Zhao, Xia","Literature Reviewing: Addressing the Jingle and Jangle Fallacies and Jungle Conundrum Using Graph Theory and NLP","2021","inproceedings",,"International Conference on Information Systems",,,,
"StelfoxFosterNivenEtAl2013","article","Stelfox, Henry T and Foster, Gary and Niven, Daniel and Kirkpatrick, Andrew W and Goldsmith, Charlie H","Capture-mark-recapture to estimate the number of missed articles for systematic reviews in surgery","2013","article","The Americal Journal of Surgery",,"206","3","439--440","10.1016/J.AMJSURG.2012.11.017"
"SturmSunyaev2017","inproceedings","Sturm, Benjamin and Sunyaev, Ali","You Can't Make Bricks Without Straw - Designing Systematic Literature Search Systems","2017","inproceedings",,"International Conference on Information Systems",,,,
"SturmSunyaev2019","article","Sturm, Benjamin and Sunyaev, Ali","Design principles for systematic search systems: A holistic synthesis of a rigorous multi-cycle design science research journey","2019","article","Business & Information Systems Engineering",,"61","1","91--111","10.1007/S12599-018-0569-6"
"SuttonClowesPrestonEtAl2019","article","Sutton, Anthea and Clowes, Mark and Preston, Louise and Booth, Andrew","Meeting the review family: exploring review types and associated information retrieval requirements","2019","article","Health Information and Libraries Journal",,"36","3","202--222","10.1111/HIR.12276"
"SylvesterTate2008","inproceedings","Sylvester, Allan and Tate, Mary","Beyond the ""Mythical Centre"" - An Affirmative Post-Modern View of SERVQUAL Research in Information Systems","2008","inproceedings",,"European Conference on Information Systems",,,,
"SylvesterTateJohnstone2013","article","Sylvester, Allan and Tate, Mary and Johnstone, David","Beyond synthesis: re-presenting heterogeneous research literature","2013","article","Behaviour & Information Technology",,"32","12","1199--1215","10.1080/0144929X.2011.624633"
"TateBandara2013","inproceedings","Tate and Bandara, Wasana","Building up or Piling Up? The Literature Review in Information Systems research","2013","inproceedings",,"Proceedings of the European Conference on Information Systems",,,,
"TateFurtmuellerEvermannEtAl2015","article","Tate, Mary and Furtmueller, Elfi and Evermann, Joerg and Bandara, Wasana","Introduction to the Special Issue - The Literature Review in Information Systems","2015","article","Communications of the Association for Information Systems",,"37",,,"10.17705/1CAIS.03705"
"TauchertBenderMesbahEtAl2020","inproceedings","Tauchert, Christoph and Bender, Marco and Mesbah, Neda and Buxmann, Peter","Towards an Integrative Approach for Automated Literature Reviews Using Machine Learning","2020","inproceedings",,"Hawaii International Conference on System Sciences",,,,"10.24251/HICSS.2020.095"
"TeeniRoweAgerfalkEtAl2015","article","Te'eni, Dov and Rowe, Frantz and Ågerfalk, Pär J. and Lee, Jong Seok","Publishing and getting published in EJIS - marshaling contributions for a diversity of genres","2015","article","European Journal of Information Systems",,"24","6","559--568","10.1057/EJIS.2015.20"
"TemplierPare2015","article","Templier, Mathieu and Paré, Guy","A Framework for Guiding and Evaluating Literature Reviews","2015","article","Communications of the Association for Information Systems",,"37",,"112--137","10.17705/1CAIS.03706"
"TemplierPare2018","article","Templier, Mathieu and Paré, Guy","Transparency in literature reviews - an assessment of reporting practices across review types and genres in top IS journals","2018","article","European Journal of Information Systems",,"27","5","503--550","10.1080/0960085X.2017.1398880"
"ThilakaratneFalknerAtapattu2020","article","Thilakaratne, Menasha and Falkner, Katrina and Atapattu, Thushari","A Systematic Review on Literature-based Discovery: General Overview, Methodology, & Statistical Analysis","2020","article","ACM Computing Surveys",,"52","6","1--34","10.1145/3365756"
"ThomasHarden2008","article","Thomas, James and Harden, Angela","Methods for the thematic synthesis of qualitative research in systematic reviews","2008","article","BMC Medical Research Methodology",,"8","1",,"10.1186/1471-2288-8-45"
"ThomasNoelStorrMarshallEtAl2017","article","Thomas, James and Noel-Storr, Anna and Marshall, Iain and Wallace, Byron and McDonald, Steven and Mavergames, Chris and Glasziou, Paul and Shemilt, Ian and Synnot, Anneliese and Turner, Tari and Elliott, Julian and Agoritsas, Thomas and Hilton, John and Perron, Caroline and Akl, Elie and Hodder, Rebecca and Pestridge, Charlotte and Albrecht, Lauren and Horsley, Tanya and Platt, Joanne and Armstrong, Rebecca and Nguyen, Phi Hung and Plovnick, Robert and Arno, Anneliese and Ivers, Noah and Quinn, Gail and Au, Agnes and Johnston, Renea and Rada, Gabriel and Bagg, Matthew and Jones, Arwel and Ravaud, Philippe and Boden, Catherine and Kahale, Lara and Richter, Bernt and Boisvert, Isabelle and Keshavarz, Homa and Ryan, Rebecca and Brandt, Linn and Kolakowsky-Hayner, Stephanie A. and Salama, Dina and Brazinova, Alexandra and Nagraj, Sumanth Kumbargere and Salanti, Georgia and Buchbinder, Rachelle and Lasserson, Toby and Santaguida, Lina and Champion, Chris and Lawrence, Rebecca and Santesso, Nancy and Chandler, Jackie and Les, Zbigniew and Schünemann, Holger J. and Charidimou, Andreas and Leucht, Stefan and Shemilt, Ian and Chou, Roger and Low, Nicola and Sherifali, Diana and Churchill, Rachel and Maas, Andrew and Siemieniuk, Reed and Cnossen, Maryse C. and MacLehose, Harriet and Simmonds, Mark and Cossi, Marie-Joelle and Macleod, Malcolm and Skoetz, Nicole and Counotte, Michel and Marshall, Iain and Soares-Weiser, Karla and Craigie, Samantha and Marshall, Rachel and Srikanth, Velandai and Dahm, Philipp and Martin, Nicole and Sullivan, Katrina and Danilkewich, Alanna and Martínez García, Laura and Synnot, Anneliese and Danko, Kristen and Mavergames, Chris and Taylor, Mark and Donoghue, Emma and Maxwell, Lara J. and Thayer, Kris and Dressler, Corinna and McAuley, James and Thomas, James and Egan, Cathy and McDonald, Steve and Tritton, Roger and Elliott, Julian and McKenzie, Joanne and Tsafnat, Guy and Elliott, Sarah A. and Meerpohl, Joerg and Tugwell, Peter and Etxeandia, Itziar and Merner, Bronwen and Turgeon, Alexis and Featherstone, Robin and Mondello, Stefania and Turner, Tari and Foxlee, Ruth and Morley, Richard and van Valkenhoef, Gert and Garner, Paul and Munafo, Marcus and Vandvik, Per and Gerrity, Martha and Munn, Zachary and Wallace, Byron and Glasziou, Paul and Murano, Melissa and Wallace, Sheila A. and Green, Sally and Newman, Kristine and Watts, Chris and Grimshaw, Jeremy and Nieuwlaat, Robby and Weeks, Laura and Gurusamy, Kurinchi and Nikolakopoulou, Adriani and Weigl, Aaron and Haddaway, Neal and Noel-Storr, Anna and Wells, George and Hartling, Lisa and O'Connor, Annette and Wiercioch, Wojtek and Hayden, Jill and Page, Matthew and Wolfenden, Luke and Helfand, Mark and Pahwa, Manisha and Yepes Nuñez, Juan José and Higgins, Julian and Pardo, Jordi Pardo and Yost, Jennifer and Hill, Sophie and Pearson, Leslea","Living systematic reviews: 2. Combining human and machine effort","2017","article","Journal of Clinical Epidemiology",,"91",,"31--37","10.1016/J.JCLINEPI.2017.08.011"
"ThompsonDavisMazerolle2014","article","Thompson, Jenna and Davis, Jacqueline and Mazerolle, Lorraine","A systematic method for search term selection in systematic reviews","2014","article","Research Synthesis Methods",,"5","2","87--97","10.1002/JRSM.1096"
"ThomsonRussellBeckerEtAl2010","article","Thomson, Denise and Russell, Kelly and Becker, Lorne and Klassen, Terry and Hartling, Lisa","The evolution of a new publication type: Steps and challenges of producing overviews of reviews","2010","article","Research Synthesis Methods",,"1","3-4","198--211","10.1002/JRSM.30"
"TongFlemmingMcInnesEtAl2012","article","Tong, Allison and Flemming, Kate and McInnes, Elizabeth and Oliver, Sandy and Craig, Jonathan","Enhancing transparency in reporting the synthesis of qualitative research: ENTREQ","2012","article","BMC Medical Research Methodology",,"12","1",,"10.1186/1471-2288-12-181"
"TranfieldDenyerSmart2003","article","Tranfield, David and Denyer, David and Smart, Palminder","Towards a methodology for developing evidence-informed management knowledge by means of systematic review","2003","article","British Journal of Management",,"14","3","207--222","10.1111/1467-8551.00375"
"Trauth2015","article","Trauth, Eileen M.","Editorial","2015","article","Information Systems Journal",,"25","2","67--69","10.1111/ISJ.12060"
"TriccoLillieZarinEtAl2018","article","Tricco, Andrea C. and Lillie, Erin and Zarin, Wasifa and O'Brien, Kelly K. and Colquhoun, Heather and Levac, Danielle and Moher, David and Peters, Micah D.J. and Horsley, Tanya and Weeks, Laura and Hempel, Susanne and Akl, Elie A. and Chang, Christine and McGowan, Jessie and Stewart, Lesley and Hartling, Lisa and Aldcroft, Adrian and Wilson, Michael G. and Garritty, Chantelle and Lewin, Simon and Godfrey, Christina M. and Macdonald, Marilyn T. and Langlois, Etienne V. and Soares-Weiser, Karla and Moriarty, Jo and Clifford, Tammy and Tunçalp, Özge and Straus, Sharon E.","PRISMA extension for scoping reviews (PRISMA-ScR): Checklist and explanation","2018","article","Annals of Internal Medicine",,"169","7","467--473","10.7326/M18-0850"
"TriccoTetzlaffMoher2011","article","Tricco, Andrea C. and Tetzlaff, Jennifer and Moher, David","The art and science of knowledge synthesis","2011","article","Journal of Clinical Epidemiology",,"64","1","11--20","10.1016/J.JCLINEPI.2009.11.007"
"TsafnatDunnGlasziouEtAl2013","article","Tsafnat, G. and Dunn, A. and Glasziou, P. and Coiera, E.","The automation of systematic reviews","2013","article","Bmj",,"346","jan10 1","f139--f139","10.1136/BMJ.F139"
"TsafnatGlasziouChoongEtAl2014","article","Tsafnat, Guy and Glasziou, Paul and Choong, Miew Keen and Dunn, Adam and Galgani, Filippo and Coiera, Enrico","Systematic review automation technologies","2014","article","Systematic Reviews",,"3","1",,"10.1186/2046-4053-3-74"
"TsertsvadzeChenMoherEtAl2015","article","Tsertsvadze, Alexander and Chen, Yen-Fu and Moher, David and Sutcliffe, Paul and McCarthy, Noel","How to conduct systematic reviews more expeditiously?","2015","article","Systematic Reviews",,"4","1",,"10.1186/S13643-015-0147-7"
"TurnerKitchenhamBudgenEtAl2008","inproceedings","Turner, Mark and Kitchenham, Barbara and Budgen, David and Brereton, Pearl","Lessons learnt undertaking a large-scale systematic literature review","2008","inproceedings",,"International Conference on Evaluation & Assessment in Software Engineering",,,,"10.14236/EWIC/EASE2008.12"
"UnknownUNKNOWN","article","Sanderson, Katharine","AI science search engines are exploding in number — are they any good?","2023","article","Nature",,"616",,,"10.1038/D41586-023-01273-W"
"UnknownUNKNOWNa","misc","UNKNOWN","UNKNOWN","UNKNOWN","misc",,,,,,
"UnknownUNKNOWNb","article","Beel, Joeran and Gipp, Bela and Langer, Stefan and Breitinger, Corinna","Research-paper recommender systems: a literature survey","2015","article","International Journal on Digital Libraries",,"17","UNKNOWN",,"10.1007/S00799-015-0156-0"
"UnknownUNKNOWNc","inproceedings","Gau, Michael and Maedche, Alexander and vom Brocke, Jan","Accessing the Design Science Knowledge Base - A Search Engine for the Accumulation of Knowledge Across Decentrally Organized Publications","2023","inproceedings",,"International Conference on Design Science Research in Information Systems and Technology",,,,"10.1007/978-3-031-32808-4_17"
"UnknownUNKNOWNd","article","Hirt, Julian and Nordhausen, Thomas and Appenzeller-Herzog, Christian and Ewald, Hannah","Citation tracking for systematic literature searching: A scoping review","2023","article","Research Synthesis Methods",,"14","3",,"10.1002/JRSM.1635"
"UnknownUNKNOWNe","article","Rybinski, Maciej and Karimi, Sarvnaz and Nguyen, Vincent and Paris, Cecile","A2A: a platform for research in biomedical literature search","2020","article","BMC Bioinformatics",,"21","UNKNOWN",,"10.1186/S12859-020-03894-8"
"VanWeeBanister2023","article","van Wee, Bert and Banister, David","Literature review papers: the search and selection process","2023","article","Journal of Decision Systems",,,,"1--7","10.1080/12460125.2023.2197703"
"VanWeeBanister2023a","article","Van Wee, Bert and Banister, David","Literature review papers: the search and selection process","2023","article","Journal of Decision Systems",,,,"1--7","10.1080/12460125.2023.2197703"
"VomBrockeHiltiSimonsEtAl2009","inproceedings","vom Brocke, Jan and Simons, Alexander and Niehaves, Björn and Riemer, Kai and Plattfaut, Ralf and Cleven, Anne","Reconstructing the giant - On the importance of rigour in documenting the literature search process","2009","inproceedings",,"European Conference on Information Systems",,,,
"Vuong2020","article","Vuong, Quan-Hoang","Retractions: the good, the bad, and the ugly","2020","article","Nature",,"UNKNOWN","UNKNOWN",,
"WagnerEmplSchryen2020","inproceedings","Wagner, Gerit and Empl, Philip and Schryen, Guido","Designing a novel strategy for exploring literature corpora","2020","inproceedings",,"European Conference on Information Systems",,,,
"WagnerPresterRocheEtAl2016","inproceedings","Wagner, Gerit and Prester, Julian and Roche, Maria Patricia and Benlian, Alexander and Schryen, Guido","Factors Affecting the Scientific Impact of Literature Reviews - A Scientometric Study","2016","inproceedings",,"International Conference on Information Systems",,,,
"WagnerPresterRocheEtAl2021","article","Wagner, Gerit and Prester, Julian and Roche, Maria Patricia and Schryen, Guido and Benlian, Alexander and Paré, Guy and Templier, Mathieu","Which factors affect the scientific impact of review papers in IS research? A scientometric study","2021","article","Information & Management",,"58","3","103427","10.1016/J.IM.2021.103427"
"WainwrightOatesEdwardsEtAl2018","article","Wainwright, David W. and Oates, Briony J. and Edwards, Helen M. and Childs, Sue","Evidence-Based Information Systems - A New Perspective and a Road Map for Research-Informed Practice","2018","article","Journal of the Association for Information Systems",,"19","11","1035--1063","10.17705/1JAIS.00519"
"WallStahlSalam2015","article","Wall, Jeffrey D. and Stahl, Bernd Carsten and Salam, Al Farooq","Critical Discourse Analysis as a Review Methodology - An Empirical Example","2015","article","Communications of the Association for Information Systems",,"37",,"257--285","10.17705/1CAIS.03711"
"WalshRowe2022","article","Walsh, Isabelle and Rowe, Frantz","BIBGT: combining bibliometrics and grounded theory to conduct a literature review","2023","article","European Journal of Information Systems",,"32","4","653--674","10.1080/0960085X.2022.2039563"
"WangNayfehTetzlaffEtAl2020","article","Wang, Zhen and Nayfeh, Tarek and Tetzlaff, Jennifer and O’Blenis, Peter and Murad, Mohammad Hassan","Error rates of human reviewers during abstract screening in systematic reviews","2020","article","PLOS One",,"15","1","e0227742","10.1371/JOURNAL.PONE.0227742"
"WangZhangLi2022","article","Wang, Yuzhuo and Zhang, Chengzhi and Li, Kai","A review on method entities in the academic literature: extraction, evaluation, and application","2022","article","Scientometrics",,"127","5","2479--2520","10.1007/S11192-022-04332-7"
"WardReed1983","book","Ward, Spencer A. and Reed, Linda J.","Knowledge structure and use: Implications for synthesis and interpretation","1983","book",,,,,,
"Watson2001","article","Watson, Richard T.","Introducing MISQ Review - A New Department in MIS Quarterly","2001","article","MIS Quarterly",,"25","1","103--106",
"Watson2015","article","Watson, Richard T.","Beyond being systematic in literature reviews in IS","2015","article","Journal of Information Technology",,"30","2","185--187","10.1057/JIT.2015.12"
"WatsonWebster2020","article","Watson, Richard T. and Webster, Jane","Analysing the past to prepare for the future: Writing a literature review a roadmap for release 2.0","2020","article","Journal of Decision Systems",,"29","3","129--147","10.1080/12460125.2020.1798591"
"Weber2003","article","Weber, Ron","Editor's Comments","2003","article","MIS Quarterly",,"27","3","iii--xii",
"Weber2003a","article","Weber, Ron","Editor's Comments","2003","article","MIS Quarterly",,"27","3","iii--xii",
"WebsterKemp2013","article","Webster, Anthony J and Kemp, Richard","Estimating Omissions From Searches","2013","article","The American Statistician",,"67","2","82--89","10.1080/00031305.2013.783881"
"WebsterWatson2002","article","Webster, Jane and Watson, Richard T.","Analyzing the Past to Prepare for the Future - Writing a Literature Review","2002","article","MIS Quarterly",,"26","2","xiii--xxiii",
"WeierSamannshausenOhrndorfEtAl2020","article","Weißer, Tim and Saßmannshausen, Till and Ohrndorf, Dennis and Burggräf, Peter and Wagner, Johannes","A clustering approach for topic filtering within systematic literature reviews","2020","article","MethodsX",,"7",,"100831","10.1016/J.MEX.2020.100831"
"Westgate2019","article","Westgate, Martin J.","revtools: An R package to support article screening for evidence synthesis","2019","article","Research Synthesis Methods",,"10","4","606--614","10.1002/JRSM.1374"
"WestgateHaddawayChengEtAl2018","article","Westgate, Martin J. and Haddaway, Neal R. and Cheng, Samantha H. and McIntosh, Emma J. and Marshall, Chris and Lindenmayer, David B.","Software support for environmental evidence synthesis","2018","article","Nature Ecology & Evolution",,"2","4","588--590","10.1038/S41559-018-0502-X"
"WilczynskiHaynesHedges2006","article","Wilczynski, Nancy L and Haynes, R. Brian and Hedges, Team","Optimal search strategies for identifying mental health content in MEDLINE: an analytic survey","2006","article","Annals of General Psychiatry",,"5","4","1--7","10.1186/1744-859X-5-4"
"WilkinsonDumontierAalbersbergEtAl2016","article","Wilkinson, Mark D. and Dumontier, Michel and Aalbersberg, IJsbrand Jan and Appleton, Gabrielle and Axton, Myles and Baak, Arie and Blomberg, Niklas and Boiten, Jan-Willem and da Silva Santos, Luiz Bonino and Bourne, Philip E. and Bouwman, Jildau and Brookes, Anthony J. and Clark, Tim and Crosas, Mercè and Dillo, Ingrid and Dumon, Olivier and Edmunds, Scott and Evelo, Chris T. and Finkers, Richard and Gonzalez-Beltran, Alejandra and Gray, Alasdair J.G. and Groth, Paul and Goble, Carole and Grethe, Jeffrey S. and Heringa, Jaap and ’t Hoen, Peter A.C and Hooft, Rob and Kuhn, Tobias and Kok, Ruben and Kok, Joost and Lusher, Scott J. and Martone, Maryann E. and Mons, Albert and Packer, Abel L. and Persson, Bengt and Rocca-Serra, Philippe and Roos, Marco and van Schaik, Rene and Sansone, Susanna-Assunta and Schultes, Erik and Sengstag, Thierry and Slater, Ted and Strawn, George and Swertz, Morris A. and Thompson, Mark and van der Lei, Johan and van Mulligen, Erik and Velterop, Jan and Waagmeester, Andra and Wittenburg, Peter and Wolstencroft, Katherine and Zhao, Jun and Mons, Barend","The FAIR Guiding Principles for scientific data management and stewardship","2016","article","Scientific Data",,"3","1","1--9","10.1038/SDATA.2016.18"
"Wisker2015","article","Wisker, Gina","Developing doctoral authors: engaging with theoretical perspectives through the literature review","2015","article","Innovations in Education and Teaching International",,"52","1","64--74","10.1080/14703297.2014.981841"
"Wohlin2014","inproceedings","Wohlin, Claes","Guidelines for snowballing in systematic literature studies and a replication in software engineering","2014","inproceedings",,"Proceedings of the 18th International Conference on Evaluation and Assessment in Software Engineering",,,,"10.1145/2601248.2601268"
"WolfswinkelFurtmuellerWilderom2013","article","Wolfswinkel, Joost F. and Furtmüller, Elfi and Wilderom, Celeste P. M.","Using grounded theory as a method for rigorously reviewing literature","2013","article","European Journal of Information Systems",,"22","1","45--55","10.1057/EJIS.2011.51"
"WongGreenhalghGillEtAl2013","article","Wong, Geoff and Greenhalgh, Trish and Gill, Westhorp and Buckingham, Jeanette and Pawson, Ray","RAMESES publication standards: realist syntheses","2013","article","BMC Medicine",,"11","21","1--14","10.1186/1741-7015-11-21"
"WongWesthorpManzanoEtAl2016","article","Wong, Geoff and Westhorp, Gill and Manzano, Ana and Greenhalgh, Joanne and Jagosh, Justin and Greenhalgh, Trish","RAMESES II reporting standards for realist evaluations","2016","article","BMC Medicine",,"14","1",,"10.1186/S12916-016-0643-1"
"XuChenZhao2017","inproceedings","Xu, Ruiyun and Chen, Hailiang and Zhao, J. Leon","A Fast and Comprehensive Literature Search Tool for Information Systems Researchers","2017","inproceedings",,"International Conference on Information Systems",,,,
"Zmud1998","article","Zmud, Robert","Editor's Comments","1998","article","MIS Quarterly",,"22","2","xxix--xxxii",
"ZornCampbell2006","article","Zorn, Ted and Campbell, Nittaya","Improving the writing of literature reviews through a literature integration exercise","2006","article","Business Communication Quarterly",,"69","2","172--183","10.1177/1080569906287960"
"deSollaPrice1965","article","de Solla Price, Derek J.","Networks of Scientific Papers: The pattern of bibliographic references indicates the nature of the scientific research front","1965","article","Science",,"149","3683","510--515",
"vanDinterTekinerdoganCatal2021","article","van Dinter, Raymon and Tekinerdogan, Bedir and Catal, Cagatay","Automation of systematic literature reviews: A systematic literature review","2021","article","Information and Software Technology",,"136",,"106589","10.1016/J.INFSOF.2021.106589"
"vandeSchootdeBruinSchramEtAl2021","article","van de Schoot, Rens and de Bruin, Jonathan and Schram, Raoul and Zahedi, Parisa and de Boer, Jan and Weijdema, Felix and Kramer, Bianca and Huijts, Martijn and Hoogerwerf, Maarten and Ferdinands, Gerbrich and Harkema, Albert and Willemsen, Joukje and Ma, Yongchao and Fang, Qixiang and Hindriks, Sybren and Tummers, Lars and Oberski, Daniel L.","An open source machine learning framework for efficient and transparent systematic reviews","2021","article","Nature Machine Intelligence",,"3","2","125--133","10.1038/S42256-020-00287-7"
